67,14
65,12
64,12
63,11
62,10
61,10
60,10
57,10
53,10
48,12
42,15
38,16
35,18
29,21
28,23
25,27
23,30
21,34
19,38
18,43
18,45
17,47
17,48
18,51
19,52
20,53
21,54
23,54
27,54
31,54
35,54
39,53
42,52
44,51
46,50
48,48
50,46
53,44
53,43
55,41
57,39
58,37
60,34
62,31
63,28
64,24
66,20
67,16
67,13
67,12
68,12
68,14
68,21
69,28
71,34
72,39
73,45
75,54
76,58
77,62
77,66
77,69
77,75
77,78
77,79
76,81
75,84
75,85
74,87
74,88
73,88
72,89
72,90
71,90
70,90
69,90
68,90
65,89
65,88
64,87
63,85
62,85
61,83
60,82
59,81
58,80
57,78
57,77
57,76
57,75
57,73
57,72
57,70
58,68
59,66
61,64
65,61
69,58
75,53
82,49
89,46
97,40
105,35
110,34
