25,17
25,24
25,40
25,56
25,61
25,65
25,68
25,69
26,64
26,60
27,58
27,55
28,52
29,51
30,48
32,44
33,43
33,42
35,42
39,42
47,44
53,45
58,45
59,45
58,45
57,45
54,45
49,45
42,44
38,43
37,43
38,43
46,43
61,43
78,45
92,47
96,47
97,48
96,48
96,49
94,49
93,49
92,49
91,49
90,49
88,49
86,49
85,49
84,49
83,49
80,48
78,47
76,46
75,45
74,44
72,43
70,43
69,42
68,42
67,43
64,49
59,63
53,84
48,101
46,111
46,113
46,112
46,103
46,93
46,81
47,68
50,53
56,38
58,27
60,20
62,15
62,11
63,9
63,8
62,9
60,12
58,20
51,32
47,44
44,57
43,68
43,73
43,78
