15,15
15,14
16,13
17,12
19,11
19,10
20,10
21,10
23,10
24,10
25,10
26,11
27,11
28,12
29,13
30,14
31,16
32,19
33,22
34,26
35,32
36,36
36,40
35,44
33,50
33,54
32,57
32,58
31,62
31,65
30,68
30,69
30,67
31,64
31,60
32,56
33,51
35,46
36,42
37,39
38,37
38,35
39,31
40,27
41,25
41,23
42,22
43,21
44,20
44,19
45,18
45,17
46,17
47,16
48,15
49,15
50,15
51,15
52,15
53,15
53,16
54,17
55,17
56,18
57,20
58,21
59,23
60,25
61,26
62,29
63,32
64,37
65,39
65,41
66,42
67,46
69,51
70,53
71,53
72,54
72,55
74,56
74,57
75,57
76,57
77,57
