17,12
17,15
15,19
15,23
15,27
13,34
12,39
12,43
10,53
10,56
9,57
9,59
9,57
9,54
10,52
10,49
11,46
12,41
12,39
13,38
13,37
13,36
13,35
15,35
23,34
35,33
43,32
47,32
50,32
51,32
52,31
53,31
54,31
55,31
55,30
56,30
56,29
57,29
58,28
59,27
60,26
60,24
61,21
62,19
62,17
63,14
64,12
64,10
64,9
65,8
65,7
65,6
66,4
66,3
66,4
65,8
65,10
64,14
63,16
63,18
63,20
63,21
63,23
63,25
63,27
63,29
63,30
63,32
63,33
63,34
63,35
63,36
63,38
63,40
63,41
63,43
64,45
64,46
65,48
66,49
67,50
68,51
73,53
77,53
81,53
87,53
89,53
