45,7
45,9
45,11
45,13
45,15
45,18
45,19
45,20
46,21
46,23
46,24
46,25
46,26
46,28
46,29
46,32
46,34
46,35
46,36
46,38
46,40
46,41
46,42
46,45
46,47
46,48
46,49
46,50
46,51
46,52
46,53
46,54
46,55
47,55
47,54
47,52
48,49
48,48
48,46
48,45
49,43
49,42
49,41
49,40
49,39
49,38
49,37
49,36
49,35
49,34
49,33
49,32
48,32
48,31
47,30
47,29
46,29
45,29
44,28
43,28
43,27
42,27
40,26
39,25
38,25
37,25
36,24
35,24
34,24
33,25
32,27
32,28
31,29
29,30
29,31
28,31
28,32
27,33
26,35
26,36
25,37
24,38
24,39
24,40
23,41
23,42
23,43
23,44
23,45
23,46
23,47
23,48
23,49
23,50
24,50
25,50
25,51
26,51
27,51
28,51
29,50
30,49
30,48
30,47
31,46
32,46
32,45
33,44
33,43
34,41
35,40
35,39
37,39
37,38
38,38
38,37
40,37
41,37
42,37
43,36
44,36
45,35
46,35
47,34
