39,12
43,12
47,12
51,13
54,13
55,13
56,13
57,13
58,13
59,13
60,13
61,13
62,13
64,13
65,13
66,13
67,13
68,13
67,13
66,13
65,14
64,14
63,14
62,14
61,14
60,14
57,14
56,14
55,14
54,14
53,14
52,14
51,14
50,14
49,14
50,14
50,16
50,17
50,18
50,19
50,20
50,21
50,22
51,23
51,24
51,26
51,27
50,29
50,30
49,31
49,32
49,33
49,34
48,34
48,35
47,36
47,37
47,38
46,39
46,41
45,41
45,42
45,43
45,44
44,45
44,46
44,47
43,47
43,48
43,49
42,49
42,50
42,51
42,52
41,52
41,53
41,54
40,54
40,55
39,56
38,56
37,57
36,57
35,57
34,57
33,57
32,57
31,57
30,57
30,56
29,56
28,55
28,54
27,53
26,52
25,49
24,48
24,46
24,45
23,43
23,42
23,41
