35,12
35,15
35,19
35,23
35,27
35,32
35,36
35,39
35,42
36,46
36,48
36,49
36,48
36,45
36,43
36,41
36,40
36,39
36,38
36,37
36,36
37,35
38,34
38,33
38,32
39,31
39,30
39,29
39,28
40,28
40,27
40,26
40,25
41,25
41,24
42,22
43,22
45,19
46,18
47,18
48,17
49,16
50,15
51,14
53,14
54,14
55,14
57,14
58,15
59,16
59,17
59,18
60,20
60,23
60,25
60,26
59,28
58,30
57,31
56,33
55,34
54,35
51,37
49,38
46,38
43,39
40,41
37,41
35,41
34,41
33,41
34,42
39,44
46,46
50,48
53,50
55,52
56,54
57,55
59,57
60,59
61,60
62,61
63,62
65,63
66,64
