65,33
65,28
66,26
66,25
66,24
65,23
64,22
63,22
62,22
61,23
60,24
59,25
57,26
56,26
54,28
53,29
52,29
52,30
50,33
49,35
48,37
47,40
46,42
44,48
44,51
44,54
44,58
45,60
46,61
47,62
48,63
49,64
50,64
51,64
53,64
57,62
61,61
63,60
64,59
64,58
65,57
66,56
67,55
68,54
69,52
69,51
70,50
70,49
71,48
71,47
71,48
71,52
71,56
71,61
71,68
71,76
71,81
71,87
71,91
71,94
71,97
71,98
71,99
70,100
70,102
69,102
69,103
68,104
67,104
66,104
65,104
64,104
61,102
59,101
58,100
57,99
56,98
55,97
55,96
54,95
54,94
54,93
53,93
53,92
53,91
53,90
54,89
55,87
56,84
57,81
59,78
60,76
62,73
67,67
69,65
73,61
75,60
76,57
78,56
