36,31
37,31
38,33
38,34
40,36
41,39
42,40
43,41
43,42
45,43
45,45
46,45
46,46
47,47
47,48
48,48
48,49
49,50
49,51
50,51
50,52
50,53
51,54
51,55
53,54
54,53
55,52
55,51
56,50
56,49
56,48
57,47
57,46
57,45
58,44
58,43
58,42
58,40
59,39
59,38
59,37
59,36
59,35
60,34
61,34
61,33
61,32
61,31
61,30
61,29
62,29
62,28
62,27
62,26
62,27
61,28
60,31
59,32
59,33
58,34
58,35
57,35
57,36
57,37
56,38
56,39
56,40
55,41
55,42
54,43
54,45
53,45
53,46
52,46
52,47
51,48
51,49
50,49
50,51
49,51
49,52
48,53
48,54
47,54
47,55
46,56
46,57
45,58
44,59
44,60
43,61
43,62
42,63
42,64
41,64
41,65
41,66
40,67
40,68
39,69
39,70
38,70
38,71
38,72
38,73
38,74
37,74
37,75
36,75
36,76
36,77
