54,13
53,11
52,11
52,10
50,9
48,8
44,7
41,7
39,7
35,8
32,9
26,11
22,13
19,16
15,20
14,23
11,28
10,32
9,35
8,37
7,39
6,42
6,44
6,46
6,48
6,49
8,51
9,52
12,53
15,54
20,54
24,54
28,54
32,54
35,53
38,52
39,51
41,50
43,49
47,48
48,47
50,46
50,45
52,44
52,43
53,42
54,42
55,40
55,39
56,38
56,37
57,35
57,34
57,33
58,32
58,31
59,30
59,29
59,28
59,27
59,26
59,25
59,24
59,23
59,22
58,22
57,21
56,20
55,19
54,19
53,18
52,18
51,18
50,18
49,19
48,19
47,20
46,20
46,21
45,22
44,23
43,24
42,25
41,26
41,27
40,29
40,30
40,32
40,36
40,38
40,41
41,43
42,45
43,48
44,51
46,56
49,60
53,64
58,69
61,73
63,75
65,76
66,78
67,78
68,79
