65,12
64,14
63,15
62,16
62,17
61,18
60,18
60,19
58,20
57,21
57,22
56,23
55,24
55,25
54,26
54,27
53,28
52,28
51,30
50,30
50,31
49,31
49,32
48,33
48,34
47,35
46,36
45,36
44,37
44,38
42,39
42,40
42,41
41,41
41,42
40,43
39,44
39,45
38,45
37,46
37,47
36,47
36,48
36,49
35,49
34,50
34,51
33,51
33,52
32,52
33,52
34,51
35,50
36,49
36,48
37,48
38,47
39,46
40,45
41,45
41,44
43,43
44,42
45,42
45,41
46,40
47,39
48,38
48,37
49,37
49,36
49,35
49,34
49,32
48,32
48,31
48,30
47,29
47,28
45,24
45,23
45,22
44,22
44,21
43,19
42,19
42,18
41,17
41,16
40,15
40,13
40,12
39,12
39,11
38,11
38,10
38,9
37,9
37,8
38,9
38,10
39,12
40,12
41,14
42,15
43,17
43,18
43,19
43,20
44,21
44,22
44,23
45,24
45,25
46,26
47,28
47,29
48,30
48,31
49,33
50,33
51,34
51,35
51,36
52,36
52,37
53,39
53,40
53,41
54,42
55,43
55,44
56,44
56,45
56,46
57,47
57,48
57,49
