34,12
36,12
37,12
38,12
40,12
41,12
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,12
50,12
51,12
52,12
53,12
54,12
55,12
56,12
57,12
58,12
59,12
60,12
61,12
60,12
58,13
57,13
56,13
55,13
54,13
52,13
51,13
50,13
49,13
48,13
46,13
45,13
44,13
44,14
44,15
44,16
44,17
44,18
44,19
44,20
44,21
44,22
44,23
44,24
44,25
44,26
44,27
44,28
44,29
44,31
43,31
43,33
42,34
42,37
41,38
41,40
40,41
40,42
40,43
40,44
39,46
39,48
39,49
39,50
38,51
38,52
38,53
38,54
38,55
38,56
37,56
36,56
35,56
34,56
33,56
32,56
31,56
30,56
29,56
30,56
31,56
33,56
34,56
35,56
36,56
37,56
38,56
39,56
40,55
41,55
42,55
44,55
45,54
47,54
50,54
52,54
