35,20
35,21
35,22
35,23
35,24
35,26
35,27
35,28
35,29
35,30
35,31
35,32
35,33
35,34
35,35
35,36
35,37
35,38
35,39
34,40
34,41
34,43
33,46
32,49
32,51
32,52
32,53
31,54
31,55
31,56
30,57
31,54
31,52
32,51
32,50
33,49
33,48
33,47
35,44
36,43
36,42
37,41
38,40
38,39
38,38
38,37
38,36
39,36
39,35
39,34
39,33
39,31
39,30
39,29
39,28
39,27
39,26
39,25
39,24
39,23
38,23
38,22
38,21
39,21
39,22
40,23
41,23
42,25
43,27
44,28
44,29
45,30
45,31
46,31
46,32
47,33
47,34
47,35
48,36
49,36
49,37
49,38
50,39
51,40
52,41
52,42
53,43
53,44
54,44
54,45
55,46
55,47
55,48
56,49
57,50
57,51
57,52
58,52
58,53
58,54
58,55
58,53
58,49
57,45
57,42
57,40
57,36
57,35
57,33
57,32
57,29
57,28
56,26
56,25
56,24
57,23
57,22
57,21
57,20
56,20
