49,13
46,15
45,16
44,17
43,20
43,22
42,25
42,28
42,31
42,34
42,36
42,38
43,40
44,42
46,44
47,45
49,46
51,47
55,48
61,50
66,51
70,51
74,49
78,49
81,47
83,46
85,45
85,44
86,43
87,42
88,39
89,37
89,36
89,34
89,33
89,31
89,29
89,27
88,25
87,23
86,22
84,20
83,19
81,18
79,17
76,16
73,16
71,16
70,16
69,16
67,16
62,16
59,16
57,17
56,17
55,18
54,19
53,19
52,20
52,21
51,22
51,23
51,24
51,25
51,26
52,26
53,26
58,26
68,25
75,23
87,20
89,19
90,19
90,18
