38,10
38,11
38,12
38,14
38,16
38,19
38,22
38,23
38,24
37,25
37,26
36,27
35,31
34,33
34,34
34,35
33,36
33,37
33,38
32,38
32,39
31,40
31,41
31,42
30,43
30,45
30,46
30,47
30,48
29,49
29,50
29,52
29,53
29,54
29,55
29,56
29,57
29,58
29,57
29,56
30,54
30,53
32,51
33,50
33,49
33,48
33,47
34,46
34,45
34,44
34,43
35,42
35,41
35,40
35,39
35,38
36,37
36,36
36,35
36,34
37,34
38,36
39,37
40,38
40,39
41,40
41,41
41,43
42,43
42,44
43,45
43,46
44,47
45,48
45,49
45,50
46,51
46,52
47,52
47,53
48,53
48,54
48,55
49,56
50,56
50,57
51,58
50,58
49,57
47,55
47,54
46,53
45,52
44,51
43,50
43,49
42,49
42,48
41,47
40,47
40,46
38,44
37,43
36,42
36,41
36,40
35,40
35,39
34,38
34,36
33,35
34,35
34,34
36,32
37,32
38,30
38,29
39,29
40,28
41,27
43,25
44,24
45,23
46,22
47,22
47,21
48,20
49,19
50,18
51,17
52,17
52,16
53,16
54,15
54,14
55,14
55,13
56,13
