53,18
52,18
51,18
50,19
49,19
49,20
47,21
46,21
45,22
44,23
42,24
42,25
41,25
40,26
39,27
39,28
38,28
37,29
37,30
37,31
36,32
36,33
36,34
36,36
36,37
36,38
36,39
37,40
38,42
40,46
41,48
42,50
43,51
43,52
44,52
45,53
46,55
47,55
48,56
50,57
51,58
54,59
61,60
65,60
66,60
67,60
68,60
69,60
69,59
71,58
72,57
72,56
73,55
73,54
73,52
73,49
73,48
73,44
73,43
73,42
73,41
73,40
73,39
73,38
73,37
73,36
72,35
72,34
71,34
71,33
71,32
70,31
69,29
68,27
67,26
65,23
64,22
64,21
63,20
62,19
61,19
60,19
57,19
56,19
55,19
52,19
49,19
